x,y,label
0.19403542986306443,0.9030530434719454,1
0.6410612159712573,0.29943419371098334,0
0.29819335340476505,0.8633128507949083,1
0.3762813138404624,0.30810812365446927,1
0.678313920491583,0.16633390256729086,0
0.9014006366423104,0.5344603058223855,0
0.46141984896404753,0.4435920771351488,1
0.73347108919542,0.5845373050672925,0
0.4751038709397173,0.5311878162356679,1
0.08178199633893624,0.5010515448951641,1
0.4325618745795222,0.28927144779335334,1
0.8638531563536399,0.9650446609060744,0
0.9070073193901055,0.9356963587253179,0
0.22270547670714846,0.4557108704280941,1
0.7384914481581559,7.801075857538642e-05,0
0.3886226256223415,0.45350782827545233,1
0.9460613304909523,0.4398094204175953,0
0.4353088066405957,0.8421728247224087,1
0.25800427074382515,0.6607025294744602,1
0.2531682947704217,0.48953550679715385,1
0.06992314895542295,0.8972888313457918,1
0.8185318449873176,0.8012798891895841,0
0.2855782089814869,0.9684725658276109,1
0.5296285147891329,0.7767161017259657,1
0.4336984322167263,0.8480963784098176,1
0.14444468955892886,0.08010624948199674,1
0.976011580075322,0.7542618730798795,0
0.5405201773837367,0.15964426864734838,0
0.16850399052188036,0.074706410404899,1
0.6872573108778766,0.4325353222110746,0
0.3085104664447984,0.880186009654414,1
0.4165780126574493,0.6922554406856256,1
0.2873418875431538,0.48041380422654156,1
0.821214168110302,0.6803364962787568,0
0.4121225971500976,0.18027141852604556,1
0.26254918960296914,0.6268535239495502,1
0.8892572788829636,0.2924809725908605,0
0.07721589362419223,0.27188640920404994,1
0.19968088582163934,0.6566010773016501,1
0.9788128198313306,0.4660297935032387,0
0.40929723429060993,0.5004089868694502,1
0.845821136168959,0.148235003360628,0
0.830958620408574,0.6691464525196834,0
0.38624660471985384,0.8657201279830142,1
0.8014023146692862,0.45796398031761476,0
0.17790645226485446,0.32058065535337377,1
0.6643832963671678,0.8395675580288298,0
0.8833151392767634,0.9025428678633536,0
0.7619807423484481,0.13130803178532835,0
0.5639976335431482,0.8585500267756155,1
0.9808060845499702,0.9786152731254454,0
0.7640502201485079,0.7319653078913728,0
0.5797298484999346,0.7119084507786435,1
0.06908207560200597,0.7568580529316662,1
0.310967981627596,0.48731517988949,1
0.7367453824960517,0.2700580369551999,0
0.7742868502333313,0.24838678166092998,0
0.24236351357454822,0.08100813822413089,1
0.762122037632133,0.22617546676313438,0
0.7235717600547272,0.04803230733830577,0
0.9678917571379076,0.0033709667818704325,0
0.640622816063111,0.2367443731619756,0
0.9111453818617488,0.0720405233337631,0
0.8926651184537923,0.9712082718534747,0
0.31455761470162924,0.6801309747566682,1
0.4990365065235949,0.6279892500954065,1
0.7656062402321685,0.3865221827687798,0
0.9756592449192216,0.07073502300433143,0
0.9266661539696771,0.39645049544860145,0
0.9014614191660392,0.7074604336390982,0
0.7663234988386393,0.7666370475276288,0
0.8931000117778699,0.6769602465184417,0
0.16500367252824122,0.7938091782272741,1
0.6665369877002029,0.011761565200976265,0
0.3357083497412823,0.7924848214840399,1
0.29357789848513527,0.8350339255629795,1
0.7757588302177271,0.6649160291168402,0
0.9554771645367287,0.21683091021222034,0
0.3508144870458796,0.6910504388881854,1
0.7800848983729403,0.7594523187295369,0
0.7313957487994949,0.3524733233510855,0
0.2816783360301365,0.7172385663750196,1
0.8268111723352664,0.5688466479740313,0
0.8543671467562447,0.8454286609749458,0
0.6879009493184617,0.16900881474365836,0
0.3297833714864222,0.8639058582457385,1
0.1241415719641813,0.23989472317278904,1
0.1279513936070571,0.31087773452429934,1
0.6410482056287855,0.6944405239951973,0
0.7521818774724571,0.17384431595749383,0
0.8261854744322014,0.764334362277244,0
0.2143044020860665,0.8580410466706085,1
0.50020655729386,0.915970805157054,1
0.27547591858032683,0.6166261406509755,1
0.8752565331799455,0.17429835018342277,0
0.6682555344237416,0.9287186091500077,0
0.3435540984982942,0.5172762780134766,1
0.8465760087683415,0.5283248380860738,0
0.45652312361136416,0.8902870890300417,1
0.24279025611242677,0.9151270508280527,1
0.8370483551978419,0.2948041281324266,0
0.9374687376974591,0.9100084554088225,0
0.3681629517775916,0.8808831038852287,1
0.5055043907331085,0.5413341904383377,1
0.5429976117264974,0.10697773615345729,0
0.11887092198769056,0.40253399893495545,1
0.5574503489163112,0.020736498874402765,0
0.04047438169910467,0.32372046239593844,1
0.463589249876061,0.9841704051586431,1
0.47205254549118325,0.6306876219703434,1
0.23444367403276245,0.36508262109258627,1
0.6560113728030011,0.7896895649899294,0
0.5619645178277479,0.6687447342848881,1
0.05580845207919205,0.7684928044300019,1
0.8444541238185554,0.5394154990737194,0
0.4595760152164492,0.607625242782188,1
0.8491445268240688,0.19957500061870703,0
0.3154965484268646,0.36251362238205065,1
0.2452594439123742,0.4887125542523464,1
0.5575535840316015,0.7097754318044602,1
0.12607279801290772,0.21752408227603404,1
0.279658651094128,0.8744822207394053,1
0.6582960226387541,0.18406912548435883,0
0.9143170682866818,0.7844585193613103,0
0.974242621060432,0.650897637623335,0
0.2064679000970714,0.30664054989688005,1
0.9106895872750781,0.2820606673318313,0
0.9274791612454013,0.7616452903612416,0
0.08341170106191431,0.4659334774834787,1
0.6835419351957913,0.6392403444828478,0
0.6527309014633339,0.4176968754667668,0
0.8525663616789122,0.44365103151626006,0
0.4934831641013918,0.9591011597164677,1
0.7174841589972927,0.8469935876063338,0
0.3878517117543506,0.6419849984513378,1
0.31334793261378235,0.9324093066183546,1
0.826647794720323,0.7007222856367067,0
0.7399711957047723,0.11207283660870204,0
0.032275274093863326,0.7592821306130119,1
0.28194316459667146,0.9081220301140994,1
0.23846309767702178,0.9856329837391922,1
0.800405364692285,0.6306291230590648,0
0.506681789453574,0.8673358561010306,1
0.4817925547463314,0.5344509371188971,1
